nom_produit,prix,imageurl,subcategory,subsubcategory,shortdesc,largedesc
Fontaine à eau WPD 50 - Karcher,"1 259,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG10475079.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,"Fontaine d’eau WPD 50 proposant, grâce à son concept unique de filtration et d’hygiène, une qualité d’eau optimale en eau tempérée ou froide. | Compacte et peu encombrante, la fontaine d'eau WPD 50 est idéale partout où l'espace est compté."
Système antifuite pour fontaine à eau,"41,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG4816098.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,Description longue non disponible
Fontaine à pédale - EDA 45 - Edafim,"959,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG6597302.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,Fontaine à eau et pédale avec col de cygne. | Carrosserie monobloc robuste acier prélaqué. | 4 pieds-vérins réglables pour assurer la stabilité. | Compatible avec de nombreux systèmes de filtration. | Échangeur cuivre pour limiter les risques bactériologique. | Bec de sortie du robinet démontable pour un entretien aisé. | Col de cygne hauteur : 200 mm. | Cuvette hauteur : 1015 mm. | Cuvette Inox : 304 L. | Machine fabriquée en France.
Cartouche CO2 jetable 600 g - Edafim,"52,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG30018113.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,Bouteille de CO2 E290 jetable. | Usage alimentaire. | Culot standard 11 mm. | Facile à remplacer.
Robinet rince-bouche pour fontaine à eau froide Mistral,"87,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG6387030.jpg?frz-v=95,Fontaines à eau,,Description courte non disponible,Robinet rince-bouche | Matière : Inox | Compatible fontaine à eau froide | Marque : Mistral.
Bordure de finition - Gerflor - Powergame+ mâle,"4,18 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29296953.jpg?frz-v=95,,,"Bordure de finition mâle Gerflor Powergame+, idéale pour soigner les finitions de vos terrains de sports","Solution idéale pour les compétitions temporaires. | Bordure pour accompagner la surface PowerGame Plus MS2000. | Finition mâle. | Belle transition entre le court et le support. | Profilé pour éviter les chutes, permet un accès au terrain de jeu. | Installation simple et rapide grâce au système de verrouillage des profilés et à la pose libre. | Profilé en polypropylène. | Dimensions : largeur 305 x hauteur 9,5 mm. | Couleur : noir. | Attention : Pour réaliser les bordures de finitions de votre terrain vous aurez besoin de bordures mâles et femelles. | La bordure femelle correspond à la référence 2008122."
Angle de finition POWER GAME GERFLOR (L'unité),"1,50 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29468578.jpg?frz-v=95,,,Facilitez la pose des profilés avec cette pièce d'angle en polypropylène.,Coloris : Noir
Roue de transport pour abri de touche - l'unité,"187,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG65640444.jpg?frz-v=95,Abris de touche,,"Roue de transport pour abri de touche, idéal pour déplacer les abris de touche","Roue pneumatique de 260mm de diamètre adaptée à tous les terrains : synthétique, pelouse naturelle, terrain accidenté | Les éléments structurants le système (chape, contreplatine et axe de pivot) sont en acier pour une solidité accrue. | Système permettant une bascule et un déplacement facile de l'abri. | Matériau : Acier | Longueur : 320mm | Largeur : 110mm | Poids : 4kg | Utilisation : Extérieur"
Ancrage pour abri de touche,"70,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29226797.jpg?frz-v=95,Abris de touche,,"Ancrez vos abris de touche au sol, en toute sécurité, grâce à cet ancrage au sol.",Système d'ancrage pour fixation des abris de touche au sol. | Permet de fixer les abris de touches au sol. | Simple et rapide à installer. | Vendu à l'unité.
"Abri touche 3,5m monobloc V2 alu plastifié plaque arrière en métacrylate","4 545,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29333094.jpg?frz-v=95,Abris de touche,,"Abri de touche monobloc V2, longueur de 3,50m (2,50 x 1,50m) couleur, structure en aluminium 50x50x3,...","Structure en carré aluminium 50 x 50 mm plastifié | Assise et dossier en aluminium plastifié | Pour la structure : un choix de 19 couleurs disponibles | Remplissage latéral standard en panneau transparent PET 4 mm | Remplissage arrière en panneau méthacrylate : | Ancrage avec chevilles à frapper fournies | Pratique : structure livrée montée | Robuste : tube en carré de 50mm | Léger et résistant à la corrosion : structure 100% aluminium plastifié | Confortable : pas de montant entre les modules | Dimensions : 1.8m de hauteur , de 1 à 7.5m de longueur , 1.035m de profondeur totale"
Roues abri de touche,"157,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294322.jpg?frz-v=95,Abris de touche,,2 roues souples à fixer à l'abri pour pouvoir le déplacer en toute aisance.,"2 roues souples, pour une utlisation facilité. | Diamètre 260 mm. | Grâce à ses crantages, elles sont faciles à rouler. | Elles se fixent sur l'abri à l'aide d'une tige filetée avec entretoise."
Brosse pour chaussure fixe eco - Casal Sport,"62,75 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29281990.jpg?frz-v=95,Brosses à chaussures,,"Brosse à poil dur, permet de nettoyer facilement les chaussures.",Brosse à poil dur sur un support en acier galvanisé qui se fixe au sol. | Permet de nettoyer facilement les chaussures. | La semelle de la brosse est en PVC. | Dimensions de la brosse : 300 x 165 mm.
Brosse de rechange,"55,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29302536.jpg?frz-v=95,Brosses à chaussures,,Brosse à poil dur de rechange pour chaussure fixe eco casal.,"brosse de rechange pour notre référence F451. | Dimensions : 32 x 16,5 cm."
Caillebotis en acier galvanisés gratte-chaussures,"211,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29294343.jpg?frz-v=95,Brosses à chaussures,,"Caillebotis en acier galvanisé gratte-chaussures, idéal pour nettoyer le dessous de vos chaussures.","Caillebotis utile aux abords des stades, à l'entrée des vestiaires ou toutes les salles accueillant du public. | Cadre en acier galvanisé à chaud avec une cornière de 30 x30 x 3mm à sceller dans une dalle en béton. | Grille en caillebotis en acier galvanisé à chaud de 825 x 450mm, hauteur : 25mm. | Dimensions du cadre : 840 x 465 mm, hauteur 30 mm."
Chausse propre Pro,"279,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG29302621.jpg?frz-v=95,Brosses à chaussures,,"Chausse propre pro, idéal pour une utilisation aux abords des terrains de foot et rugby.",Résistant grâce à sa structure en acier peint. | Repose-main pour une utilisation en toute stabilité et sécurité. | 2 brosses en poils de nylon pour la semelle et 2 brosses de nettoyage supérieur pour une propreté intégrale des chaussures. | Système de pulvérisation à 4 jets.
Portique combo Freetness,"9 990,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG8315938.jpg?frz-v=95,Stations de Fitness et Musculation extérieures,,Pour renforcer les muscles du corps et le cardio.  Créer du lien social au travers de la pratique sportive.,"Portique Combo équipé de plusieurs postes pour votre entraînement sportif. | Battle rope, chaise romaine, biceps curl avec piston, sac de frappe, poignées TRX, barres fixes et barre poignée équipent cette incroyable station ! | Une multitude d'exercices à réaliser en suivant les plans d'entraînements proposés. | Utilisation : des centaines d'exercices possibles sur ce portique ! | Consultez les plans d'entrainement directement apposés sur les équipements, ou téléchargez l'application mobile Freetness ! Gratuite, elle vous offrira une multitude d'exercices possibles. | Poignées ergonomiques collées et antidérapantes. | Norme Européenne EN 16630:2015. | Norme Française XP s 52-904. | Hauteur de chute libre : 220 cm. | Taille minimum : 1.40 m. | Surface utile : 88 m². | Coloris : Noir/ Vert pomme. | Autres RAL sur demande (avec supplément). | A monter."
Full Body Street Design - Freetness,"3 760,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG50877671.jpg?frz-v=95,Stations de Fitness et Musculation extérieures,,Pour le renforcement musculaire haut du corps.,"Agrès de street workout SD Full body, facile d'entretien. | Réunit plusieurs postes de travail musculaire différents. | Structure en acier galvanisé thermolaqué. | Plan d'entraînement en inox riveté sur la potence. | 3 postes de travail : tractions, chaise romaine, abdos. | Barre de préhension 32 mm, longueur freestyle 2 m. | Norme Européenne EN 16630:2015. | Hauteur de chute libre : 2.15 m. | Taille minimum : 1.40 m. | Surface utile : 28 m². | Coloris : Noir et Vert pomme. | A monter."
Push pull inox Freetness,"5 590,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG8315928.jpg?frz-v=95,Stations de Fitness et Musculation extérieures,,Description courte non disponible,"Push pull inox pour développer et/ou entretenir les membres supérieurs, les pectoraux, les triceps et le dos. | Combiné 2 en 1. | Accessible aux personnes à mobilité réduite. | Utilisation : l'utilisateur travaille avec le poids de son corps. Assis le dos bien appuyé au dossier, saisir les poignées des deux mains. | Ramener vers soi ou pousser au loin selon l'appareil utilisé ! | Le siège se soulève pendant l'exercice. | Poignées ergonomiques collées et antidérapantes. | Norme Européenne EN 16630:2015. | Norme Française XP s 52-904. | Hauteur de chute libre : 55 cm. | Taille minimum : 1.40 m. | Surface utile : 21 m². | Coloris : Vert pomme. | A monter."
Rameur inox Freetness,"3 990,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG8315926.jpg?frz-v=95,Stations de Fitness et Musculation extérieures,,Description courte non disponible,"Rameur inox pour développer l’endurance. | Travailler les muscles des épaules, les biceps, les triceps ainsi que les dorsaux. | Norme Européenne EN 16630:2015. | Norme Française XP s 52-904. | Hauteur de chute libre : 55 cm. | Taille minimum : 1.40 m. | Surface utile : 15 m². | Coloris : Vert pomme. | Livré monté."
Volant barreur inox Freetness,"3 320,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG8315930.jpg?frz-v=95,Stations de Fitness et Musculation extérieures,,Description courte non disponible,"Volant barreur inox pour mobiliser l'articulation de l'épaule. | Travaille la coordination. | Utilisation : debout face à l'appareil, placer les mains sur les poignées et tourner les roues dans le sens des aiguilles d'une montre et inversement, puis vers l’intérieur et enfin vers l'extérieur. | Norme Européenne EN 16630:2015. | Norme Française XP s 52-904. | Hauteur de chute libre : 0 cm. | Taille minimum : 1.40 m. | Surface utile : 16 m². | Hauteur 1er volant à la base : 1.04 m. | Hauteur 2nd volant à l'extrémité : 1.81 m. | Livré monté."
TRX Trainer Street Design - Freetness,"2 520,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG50628921.jpg?frz-v=95,Stations de Fitness et Musculation extérieures,,Description courte non disponible,"Agrès de street workout TRX Trainer, facile d'entretien. | Spécialement conçu pour respecter la norme EN16630 et permettre une bonne prise en main en TRX. | Travail musculaire de l'ensemble du corps. | Structure en acier galvanisé thermolaqué. | Plan d'entraînement en inox riveté sur la potence. | Hauteur de chute libre : 2.20 m. | Taille minimum : 1.40 m. | Surface utile : 17 m². | Coloris : Noir/Vert pomme. | A monter."
Station 1 Street Design - Freetness,"7 990,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG50628923.jpg?frz-v=95,Stations de Fitness et Musculation extérieures,,Description courte non disponible,"Agrès conçu spécifiquement pour la pratique du streetworkout. | Station 1 street reconnue par les pratiquants et utilisée dans les compétitions. | Pour le travail musculaire des bras, abdominaux et dos. | Structure en acier galvanisé thermolaqué. | Plan d’entraînement en inox, riveté sur la potence. | Hauteur de chute libre : 2.45 m. | Taille minimum : 1.40 m. | Surface utile : 39 m². | Coloris : Noir/ Vert pomme."
Cross Rig 2 - Freetness,"7 455,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG50628928.jpg?frz-v=95,Stations de Fitness et Musculation extérieures,,Pour travailler l'ensemble du corps. Une multitude d'exercices possibles.,"Station de street workout Cross Rig2, facile d'entretien. | Réunit plusieurs postes de travail musculaire différents. | Structure en acier galvanisé thermolaqué. | Notice d'utilisation en inox rivetée sur la potence. | 10 postes de travail : cible pour medecin ball, dips non parallèle, barre de pompes, steps, barre de push ups, abdos, poignées de tractions, anneaux TRX. | Barre de préhension 32 mm, épaisseur de l’acier 5 mm. | Norme Européenne EN 16630:2015. | Hauteur de chute libre : 2 m. | Taille minimum : 1.40 m. | Surface utile : 51 m². | Coloris : Noir et Vert pomme. | A monter."
Portique chest hack Freetness,"7 190,00 €",https://www.casalsport.com/fstrz/r/s/www.casalsport.com/img/S/GRP/ST/AIG8315936.jpg?frz-v=95,Stations de Fitness et Musculation extérieures,,Description courte non disponible,"Portique chest hack pour développer les muscles du corps à son niveau. | Un poste chest press avec vérin réglable pour ajuster la difficulté. | Un poste hack squat pour les cuisses équipé d'un vérin réglable. | Une multitude d'exercices à réaliser en suivant les plans d'entraînements proposés. | Utilisation : des centaines d'exercices possibles sur ce portique ! | Consultez les plans d'entrainement directement apposés sur les équipements, ou téléchargez l'application mobile Freetness ! Gratuite, elle vous offrira une multitude d'exercices possibles. | Poignées ergonomiques collées et antidérapantes. | Norme Européenne EN 16630:2015. | Norme Française XP s 52-904. | Hauteur de chute libre : 60 cm. | Taille minimum : 1.40 m. | Surface utile : 37 m². | Coloris : Noir/ Vert pomme. | Autres RAL sur demande (avec supplément). | A monter."
